HS Code,Unit
380892110,KGM
380892190,KGM
380892900,KGM
380893,
380893110,KGM
380893190,KGM
380893200,KGM
380893300,KGM
380894,
380894100,KGM
380894200,KGM
380894900,KGM
380899,
380899100,KGM
380899900,KGM
38091000,KGM
380991,
380991100,KGM
380991900,KGM
38099200,KGM
38099300,KGM
38101000,KGM
38109000,KGM
38111100,KGM
38111900,KGM
381121,
381121100,KGM
381121900,KGM
38112900,KGM
381190,
381190100,KGM
381190900,KGM
38121000,KGM
38122000,KGM
38123100,KGM
38123900,KGM
3813000,KGM
3814000,KGM
38151100,KGM
38151200,KGM
38151900,KGM
38159000,KGM
38160,
38160100,KGM
38160200,KGM
38160900,KGM
3817000,KGM
3818000,KGM
3819000,KGM
3820000,KGM
38210,
38210100,KGM
38210900,KGM
38221100,KGM
38221200,KGM
38221300,KGM
38221900,KGM
382290100,KGM
382290900,KGM
38231100,tonne
38231200,KGM
38231300,tonne
382319,
382319110,tonne
382319190,tonne
382319200,tonne
382319300,tonne
382319900,tonne
382370,
382370100,KGM
382370900,KGM
38241000,KGM
38243000,KGM
38244000,KGM
38245000,KGM
38246000,KGM
38248100,KGM
38248200,KGM
38248300,KGM
38248400,KGM
38248500,KGM
38248600,KGM
38248700,KGM
38248800,KGM
38248900,KGM
38249100,KGM
38249200,KGM
382499,
382499100,KGM
382499300,KGM
382499400,KGM
382499500,KGM
382499600,KGM
382499700,KGM
382499910,KGM
382499990,KGM
38251000,KGM
38252000,KGM
382530,
382530100,KGM
382530900,KGM
38254100,KGM
38254900,KGM
38255000,KGM
38256100,KGM
38256900,KGM
38259000,KGM
38260,
38260100,KGM
38260210,tonne
38260220,tonne
38260290,tonne
38260300,KGM
38260900,KGM
3827,
382711,
382711100,KGM
382711900,KGM
38271200,KGM
38271300,KGM
38271400,KGM
38272000,KGM
38273100,KGM
38273200,KGM
382739,
382739100,KGM
382739900,KGM
38274000,KGM
3827510,
382751010,KGM
382751090,KGM
38275900,KGM
382761,
382761100,KGM
382761200,KGM
382761900,KGM
38276200,KGM
382763,
382763100,KGM
38276390,
3827639010,KGM
3827639020,KGM
3827639030,KGM
3827639040,KGM
3827639090,KGM
3827640,
382764010,KGM
382764020,KGM
382764030,KGM
382764040,KGM
382764090,KGM
38276500,KGM
38276800,KGM
38276900,KGM
38279000,KGM
390110,
390110120,KGM
390110190,KGM
390110920,KGM
390110990,KGM
39012000,KGM
39013000,KGM
39014000,KGM
390190,
390190400,KGM
390190900,KGM
390210,
390210300,KGM
390210400,KGM
390210900,KGM
39022000,KGM
390230,
390230300,KGM
390230900,KGM
390290,
390290100,KGM
390290900,KGM
390311,
390311100,KGM
390311900,KGM
390319,
390319100,KGM
390319200,KGM
390319900,KGM
390320,
390320400,KGM
390320500,KGM
390320900,KGM
390330,
390330400,KGM
390330500,KGM
390330600,KGM
390330900,KGM
390390,
390390300,KGM
390390910,KGM
390390990,KGM
390410,
390410100,KGM
390410910,KGM
390410920,KGM
390410990,KGM
390421,
390421100,KGM
390421200,KGM
390421900,KGM
390422,
390422100,KGM
390422200,KGM
390422300,KGM
390422900,KGM
390430,
390430100,KGM
390430200,KGM
390430900,KGM
390440,
390440100,KGM
390440200,KGM
390440900,KGM
390450,
390450400,KGM
390450500,KGM
390450600,KGM
390450900,KGM
390461,
390461100,KGM
390461200,KGM
390461900,KGM
390469,
390469300,KGM
390469400,KGM
390469500,KGM
390469900,KGM
390490,
390490300,KGM
390490400,KGM
390490500,KGM
390490900,KGM
39051200,KGM
390519,
390519100,KGM
390519900,KGM
39052100,KGM
39052900,KGM
390530,
390530100,KGM
390530900,KGM
390591,
390591100,KGM
390591900,KGM
390599,
390599100,KGM
390599200,KGM
390599900,KGM
390610,
390610100,KGM
390610900,KGM
390690,
390690200,KGM
390690920,KGM
390690990,KGM
39071000,KGM
39072100,KGM
390729,
390729100,KGM
390729900,KGM
390730,
390730200,KGM
390730300,KGM
390730900,KGM
39074000,KGM
390750,
390750100,KGM
390750900,KGM
39076100,KGM
390769,
390769100,KGM
390769900,KGM
39077000,KGM
390791,
390791200,KGM
390791300,KGM
390791900,KGM
390799,
390799400,KGM
390799500,KGM
390799600,KGM
390799900,KGM
390810,
390810100,KGM
390810900,KGM
39089000,KGM
390910,
390910100,KGM
390910900,KGM
390920,
390920100,KGM
390920900,KGM
390931,
390931100,KGM
390931900,KGM
390939,
390939100,KGM
390939910,KGM
390939990,KGM
390940,
390940100,KGM
390940900,KGM
39095000,KGM
39100200,KGM
39100900,KGM
39111000,KGM
39112000,KGM
39119000,KGM
39121100,KGM
39121200,KGM
391220,
391220110,KGM
391220120,KGM
391220190,KGM
391220200,KGM
39123100,KGM
39123900,KGM
391290,
391290200,KGM
391290900,KGM
39131000,KGM
391390,
391390100,KGM
391390200,KGM
391390300,KGM
391390900,KGM
3914000,KGM
391510,
391510100,KGM
391510900,KGM
391520,
391520100,KGM
391520900,KGM
391530,
391530100,KGM
391530900,KGM
391590,
391590100,KGM
391590200,KGM
391590300,KGM
391590400,KGM
391590500,KGM
391590900,KGM
391610,
391610100,KGM
391610200,KGM
391620,
391620100,KGM
391620200,KGM
391690,
391690110,KGM
391690120,KGM
391690190,KGM
391690210,KGM
391690220,KGM
391690290,KGM
391690300,KGM
391690400,KGM
391690500,KGM
391690600,KGM
391690910,KGM
391690920,KGM
391710,
391710100,KGM
391710900,KGM
39172100,KGM
39172200,KGM
39172300,KGM
391729,
391729110,KGM
391729190,KGM
391729210,KGM
391729220,KGM
391729230,KGM
391729240,KGM
391729250,KGM
391729290,KGM
391731,
391731110,KGM
391731120,KGM
391731190,KGM
391731210,KGM
391731230,KGM
391731240,KGM
391731250,KGM
391731290,KGM
391732,
391732100,KGM
391732200,KGM
391732910,KGM
391732920,KGM
391732930,KGM
391732940,KGM
391732950,KGM
391732990,KGM
391733,
391733100,KGM
391733900,KGM
391739,
391739110,KGM
391739120,KGM
391739190,KGM
391739910,KGM
391739920,KGM
391739930,KGM
391739940,KGM
391739990,KGM
39174000,KGM
391810,
391810110,KGM
391810190,KGM
391810900,KGM
391890,
391890110,KGM
391890130,KGM
391890140,KGM
391890150,KGM
391890160,KGM
391890190,KGM
391890910,KGM
391890920,KGM
391890930,KGM
391890940,KGM
391890990,KGM
391910,
391910100,KGM
391910200,KGM
391910910,KGM
391910920,KGM
391910990,KGM
391990,
391990100,KGM
391990200,KGM
391990910,KGM
391990920,KGM
391990990,KGM
392010,
392010110,KGM
392010190,KGM
392010900,KGM
392020,
392020100,KGM
392020910,KGM
392020990,KGM
392030,
392030200,KGM
392030910,KGM
392030920,KGM
392030990,KGM
392043,
392043100,KGM
392043900,KGM
39204900,KGM
392051,
392051110,KGM
392051190,KGM
392051900,KGM
392059,
392059110,KGM
392059190,KGM
392059900,KGM
392061,
392061100,KGM
392061900,KGM
392062,
392062100,KGM
392062910,KGM
392062990,KGM
392063,
392063100,KGM
392063900,KGM
392069,
392069100,KGM
392069900,KGM
392071,
392071100,KGM
392071910,KGM
392071990,KGM
39207300,KGM
392079,
392079100,KGM
392079200,KGM
392079910,KGM
392079990,KGM
392091,
392091100,KGM
392091910,KGM
392091990,KGM
392092,
392092100,KGM
392092910,KGM
392092990,KGM
392093,
392093100,KGM
392093900,KGM
392094,
392094100,KGM
392094910,KGM
392094990,KGM
392099,
392099100,KGM
392099210,KGM
392099290,KGM
392099310,KGM
392099390,KGM
392099900,KGM
392111,
392111210,KGM
392111290,KGM
392111910,KGM
392111920,KGM
392111990,KGM
39211200,KGM
392113,
392113110,KGM
392113190,KGM
392113910,KGM
392113920,KGM
392113990,KGM
392114,
392114210,KGM
392114290,KGM
392114910,KGM
392114920,KGM
392114990,KGM
392119,
392119110,KGM
392119120,KGM
392119190,KGM
392119310,KGM
392119390,KGM
392119400,KGM
392119500,KGM
392119610,KGM
392119620,KGM
392119690,KGM
392119930,KGM
392119940,KGM
392119990,KGM
392190,
392190100,KGM
392190200,KGM
392190300,KGM
392190410,KGM
392190420,KGM
392190430,KGM
392190490,KGM
392190500,KGM
392190600,KGM
392190700,KGM
392190900,KGM
392210,
392210110,KGM
392210190,KGM
392210900,KGM
39222000,KGM
392290,
392290110,KGM
392290120,KGM
392290190,KGM
392290900,KGM
392310,
392310100,KGM
392310200,KGM
392310900,KGM
392321,
392321110,KGM
392321190,KGM
392321910,KGM
392321990,KGM
392329,
392329100,KGM
392329900,KGM
392330,
392330200,KGM
392330900,KGM
392340,
392340100,KGM
392340900,KGM
39235000,KGM
392390,
392390100,KGM
392390900,KGM
392410,
392410100,KGM
392410910,KGM
392410990,KGM
392490,
392490100,KGM
392490200,KGM
392490300,KGM
392490900,KGM
39251000,KGM
39252000,KGM
39253000,KGM
39259000,KGM
39261000,KGM
392620,
392620100,KGM
392620200,KGM
392620300,KGM
392620600,KGM
392620900,KGM
39263000,KGM
39264000,KGM
392690,
392690100,KGM
392690200,KGM
392690320,KGM
392690390,KGM
392690410,KGM
392690420,KGM
392690440,KGM
392690490,KGM
392690530,KGM
392690550,KGM
392690590,KGM
392690600,KGM
392690810,KGM
392690820,KGM
392690890,KGM
392690910,KGM
392690920,KGM
392690930,KGM
392690990,KGM
400110,
400110110,KGM
400110190,KGM
400110210,KGM
400110290,KGM
400121,
400121100,KGM
400121200,KGM
400121300,KGM
400121400,KGM
400121500,KGM
400121900,KGM
400122,
400122100,KGM
400122200,KGM
400122300,KGM
400122400,KGM
400122500,KGM
400122600,KGM
400122900,KGM
400129,
400129100,KGM
400129200,KGM
400129300,KGM
400129500,KGM
400129600,KGM
400129700,KGM
400129800,KGM
400129940,KGM
400129960,KGM
400129990,KGM
400130,
400130200,KGM
400130900,KGM
40021100,KGM
400219,
400219100,KGM
400219900,KGM
400220,
400220100,KGM
400220900,KGM
400231,
400231100,KGM
400231900,KGM
400239,
400239100,KGM
400239900,KGM
40024100,KGM
400249,
400249100,KGM
400249900,KGM
40025100,KGM
400259,
400259100,KGM
400259900,KGM
400260,
400260100,KGM
400260900,KGM
400270,
400270100,KGM
400270900,KGM
400280,
400280100,KGM
400280900,KGM
40029100,KGM
400299,
400299300,KGM
400299400,KGM
400299900,KGM
4003000,KGM
4004000,KGM
400510,
400510100,KGM
400510900,KGM
40052000,KGM
400591,
400591100,KGM
400591900,KGM
400599,
400599100,KGM
400599200,KGM
400599900,KGM
40061000,KGM
400690,
400690110,KGM
400690190,KGM
400690900,KGM
4007000,KGM
400811,
400811100,KGM
400811200,KGM
400811900,KGM
40081900,KGM
400821,
400821100,KGM
400821200,KGM
400821300,KGM
400821400,KGM
400821900,KGM
40082900,KGM
40091100,KGM
400912,
400912100,KGM
400912900,KGM
400921,
400921100,KGM
400921900,KGM
400922,
400922100,KGM
400922900,KGM
400931,
400931100,KGM
400931910,KGM
400931990,KGM
400932,
400932100,KGM
400932900,KGM
400941,
400941100,KGM
400941900,KGM
400942,
400942100,KGM
400942200,KGM
400942900,KGM
40101100,KGM
40101200,KGM
40101900,KGM
40103100,KGM
40103200,KGM
40103300,KGM
40103400,KGM
40103500,KGM
40103600,KGM
40103900,KGM
40111000,UNT
401120,
401120110,UNT
401120120,UNT
401120130,UNT
401120190,UNT
401120900,UNT
40113000,UNT
40114000,UNT
40115000,UNT
40117000,UNT
401180,
401180110,UNT
401180190,UNT
401180310,UNT
401180390,UNT
401180400,UNT
401190,
401190100,UNT
401190200,UNT
401190900,UNT
40121100,UNT
401212,
401212100,UNT
401212900,UNT
40121300,UNT
401219,
401219200,UNT
401219300,UNT
401219410,UNT
401219490,UNT
401219900,UNT
401220,
401220100,UNT
401220210,UNT
401220290,UNT
401220300,UNT
401220400,UNT
401220500,UNT
401220600,UNT
401220710,UNT
401220790,UNT
401220800,UNT
401220910,UNT
401220990,UNT
401290,
401290140,KGM
401290170,KGM
401290190,KGM
401290210,KGM
401290220,KGM
401290710,KGM
401290720,KGM
401290800,KGM
401290900,KGM
401310,
401310110,UNT
401310190,UNT
401310210,UNT
401310290,UNT
40132000,UNT
401390,
401390110,UNT
401390190,UNT
401390200,UNT
401390310,UNT
401390390,UNT
401390400,UNT
401390910,UNT
401390990,UNT
40141000,KGM
401490,
401490100,KGM
401490400,KGM
401490500,KGM
401490900,KGM
401512,
401512100,KGM
401512900,KGM
401519,
401519100,KGM
401519900,KGM
401590,
401590100,KGM
401590200,KGM
401590900,KGM
401610,
401610100,KGM
401610200,KGM
401610900,KGM
401691,
401691100,KGM
401691200,KGM
401691900,KGM
401692,
401692100,KGM
401692900,KGM
401693,
401693100,KGM
401693200,KGM
401693900,KGM
40169400,KGM
40169500,KGM
401699,
401699110,KGM
401699120,KGM
401699130,KGM
401699150,KGM
401699160,KGM
401699170,KGM
401699180,KGM
401699190,KGM
401699200,KGM
401699300,KGM
401699400,KGM
401699510,KGM
401699520,KGM
401699530,KGM
401699540,KGM
401699590,KGM
401699600,KGM
401699700,KGM
401699910,KGM
401699990,KGM
40170100,KGM
40170200,KGM
40170900,KGM
41012000,KGM
41015000,KGM
410190,
410190100,KGM
410190900,KGM
41021000,KGM
41022100,KGM
41022900,KGM
41032000,KGM
41033000,KGM
41039000,KGM
410411,
410411100,KGM
410411900,KGM
41041900,KGM
41044100,KGM
41044900,KGM
41051000,KGM
41053000,KGM
41062100,KGM
41062200,KGM
41063100,KGM
41063200,KGM
41064000,KGM
41069100,KGM
41069200,KGM
41071100,KGM
41071200,KGM
41071900,KGM
41079100,KGM
41079200,KGM
41079900,KGM
4112000,KGM
41131000,KGM
41132000,KGM
41133000,KGM
41139000,KGM
41141000,KGM
41142000,KGM
41151000,KGM
41152000,KGM
4201000,KGM
420211,
420211100,UNT
420211900,UNT
420212,
420212110,UNT
420212190,UNT
420212910,UNT
420212990,UNT
420219,
420219200,UNT
420219900,UNT
42022100,UNT
420222,
420222100,UNT
420222200,UNT
42022900,UNT
42023100,KGM
42023200,KGM
42023900,KGM
420291,
420291110,KGM
420291190,KGM
420291900,KGM
420292,
420292100,KGM
420292200,KGM
420292900,KGM
420299,
420299100,KGM
420299900,KGM
42031000,KGM
420321,
420321100,KGM
420321900,KGM
420329,
420329100,KGM
420329900,KGM
42033000,KGM
42034000,KGM
42050100,KGM
42050200,KGM
42050300,KGM
42050400,KGM
42050900,KGM
4206000,KGM
43011000,KGM
43013000,KGM
43016000,KGM
43018000,KGM
43019000,KGM
43021100,KGM
43021900,KGM
43022000,KGM
43023000,KGM
43031000,KGM
430390,
430390200,KGM
430390900,KGM
43040100,KGM
43040200,KGM
43040910,KGM
43040990,KGM
44011100,KGM
44011200,KGM
44012100,KGM
44012200,KGM
44013100,KGM
44013200,KGM
44013900,KGM
44014100,KGM
44014900,KGM
44021000,KGM
440220,
440220100,KGM
440220900,KGM
44029000,KGM
440311,
440311100,m3
440311900,m3
440312,
440312100,m3
440312900,m3
440321,
440321100,m3
440321900,m3
440322,
440322100,m3
440322900,m3
440323,
440323100,m3
440323900,m3
440324,
440324100,m3
440324900,m3
440325,
440325100,m3
440325900,m3
440326,
440326100,m3
440326900,m3
440341,
440341100,m3
440341900,m3
440342,
440342100,m3
440342900,m3
440349,
440349100,m3
440349900,m3
440391,
440391100,m3
440391900,m3
440393,
440393100,m3
440393900,m3
440394,
440394100,m3
440394900,m3
440395,
440395100,m3
440395900,m3
440396,
440396100,m3
440396900,m3
440397,
440397100,m3
440397900,m3
440398,
440398100,m3
440398900,m3
440399,
440399100,m3
440399900,m3
44041000,KGM
440420,
440420100,KGM
440420900,KGM
44050100,KGM
44050200,KGM
44061100,m3
44061200,m3
44069100,m3
44069200,m3
440711,
440711100,m3
440711900,m3
44071200,m3
44071300,m3
44071400,m3
440719,
440719100,m3
440719900,m3
440721,
440721100,m3
440721900,m3
440722,
440722100,m3
440722900,m3
440723,
440723100,m3
440723200,m3
440723900,m3
440725,
440725120,m3
440725130,m3
440725190,m3
440725210,m3
440725290,m3
440726,
440726200,m3
440726300,m3
440726900,m3
440727,
440727200,m3
440727300,m3
440727900,m3
440728,
440728100,m3
440728900,m3
440729,
440729120,m3
440729130,m3
440729190,m3
440729220,m3
440729230,m3
440729290,m3
440729320,m3
440729330,m3
440729390,m3
440729420,m3
440729430,m3
440729490,m3
440729510,m3
440729590,m3
440729720,m3
440729730,m3
440729790,m3
440729820,m3
440729830,m3
440729890,m3
440729910,m3
440729920,m3
440729940,m3
440729950,m3
440729960,m3
440729970,m3
440729980,m3
440729990,m3
440791,
440791200,m3
440791300,m3
440791900,m3
440792,
440792100,m3
440792900,m3
440793,
440793100,m3
440793900,m3
440794,
440794100,m3
440794900,m3
440795,
440795100,m3
440795900,m3
440796,
440796100,m3
440796900,m3
440797,
440797100,m3
440797900,m3
440799,
440799100,m3
440799900,m3
440810,
440810100,m3
440810300,m3
440810900,m3
44083100,m3
440839,
440839100,m3
440839200,m3
440839900,m3
440890,
440890100,m3
440890900,m3
44091000,m3
44092100,m3
44092200,m3
44092900,m3
44101100,m3
44101200,m3
44101900,m3
44109000,m3
44111200,m3
44111300,m3
44111400,m3
44119200,m3
44119300,m3
44119400,m3
44121000,m3
44123100,m3
44123300,m3
44123400,m3
44123900,m3
441241,
441241100,m3
441241900,m3
44124200,m3
44124900,m3
44125100,m3
44125200,m3
44125900,m3
441291,
441291100,m3
441291900,m3
44129200,m3
44129900,m3
4413000,KGM
44141000,KGM
44149000,KGM
44151000,UNT
44152000,UNT
44160100,KGM
44160900,KGM
44170100,KGM
44170900,KGM
44181100,KGM
44181900,KGM
44182100,KGM
44182900,KGM
44183000,KGM
44184000,KGM
44185000,KGM
441873,
441873100,KGM
441873200,KGM
441873900,KGM
44187400,KGM
44187500,KGM
44187900,KGM
441881,
441881100,KGM
441881900,KGM
44188200,KGM
44188300,KGM
44188900,KGM
44189100,KGM
44189200,KGM
44189900,KGM
44191100,KGM
44191200,KGM
44191900,KGM
44192000,KGM
44199000,KGM
44201100,KGM
44201900,KGM
442090,
442090100,KGM
442090200,KGM
442090900,KGM
44211000,KGM
44212000,KGM
442191,
442191100,KGM
442191200,KGM
442191300,KGM
442191400,KGM
442191500,KGM
442191600,KGM
442191700,KGM
442191900,KGM
442199,
442199100,KGM
442199200,KGM
442199300,KGM
442199400,KGM
442199700,KGM
442199800,KGM
442199930,KGM
442199940,KGM
442199950,KGM
442199960,KGM
442199990,KGM
45011000,KGM
45019000,KGM
4502000,KGM
45031000,KGM
45039000,KGM
45041000,KGM
45049000,KGM
46012100,KGM
46012200,KGM
46012900,KGM
460192,
460192100,KGM
460192200,KGM
460192900,KGM
460193,
460193100,KGM
460193200,KGM
460193900,KGM
460194,
460194100,KGM
460194200,KGM
460194900,KGM
460199,
460199100,KGM
460199200,KGM
460199300,KGM
460199900,KGM
460211,
460211100,KGM
460211200,KGM
460211900,KGM
460212,
460212100,KGM
460212200,KGM
460212900,KGM
460219,
460219100,KGM
460219200,KGM
460219900,KGM
460290,
460290100,KGM
460290200,KGM
460290900,KGM
4701000,KGM
47020100,KGM
47020200,KGM
47031100,KGM
47031900,KGM
47032100,KGM
47032900,KGM
47041100,KGM
47041900,KGM
47042100,KGM
47042900,KGM
4705000,KGM
47061000,KGM
47062000,KGM
47063000,KGM
47069100,KGM
47069200,KGM
470693,
470693100,KGM
470693900,KGM
47071000,KGM
47072000,KGM
47073000,KGM
47079000,KGM
48010110,KGM
48010120,KGM
48010130,KGM
48010140,KGM
48010210,KGM
48010220,KGM
48010230,KGM
48010240,KGM
48021000,KGM
480220,
480220100,KGM
480220900,KGM
480240,
480240100,KGM
480240900,KGM
480254,
480254110,KGM
480254190,KGM
480254210,KGM
480254290,KGM
480254300,KGM
480254400,KGM
480254500,KGM
480254900,KGM
480255,
480255210,KGM
480255290,KGM
480255400,KGM
480255500,KGM
480255610,KGM
480255690,KGM
480255700,KGM
480255900,KGM
480256,
480256210,KGM
480256290,KGM
480256410,KGM
480256490,KGM
480256500,KGM
480256900,KGM
480257,
480257210,KGM
480257290,KGM
480257300,KGM
480257900,KGM
480258,
480258210,KGM
480258290,KGM
480258310,KGM
480258390,KGM
480258910,KGM
480258990,KGM
480261,
480261310,KGM
480261390,KGM
480261410,KGM
480261490,KGM
480261510,KGM
480261590,KGM
480261600,KGM
480261910,KGM
480261990,KGM
480262,
480262110,KGM
480262190,KGM
480262210,KGM
480262290,KGM
480262310,KGM
480262390,KGM
480262910,KGM
480262990,KGM
480269,
480269110,KGM
480269190,KGM
480269910,KGM
480269990,KGM
48030,
48030300,KGM
48030900,KGM
48041100,KGM
48041900,KGM
480421,
480421100,KGM
480421900,KGM
480429100,KGM
480429900,KGM
480431,
480431100,KGM
480431300,KGM
480431400,KGM
480431500,KGM
480431900,KGM
480439,
480439100,KGM
480439200,KGM
480439900,KGM
480441,
480441100,KGM
480441900,KGM
480442,
480442100,KGM
480442900,KGM
480449,
480449100,KGM
480449900,KGM
480451,
480451100,KGM
480451200,KGM
480451300,KGM
480451900,KGM
480452,
480452100,KGM
480452900,KGM
480459,
480459100,KGM
480459900,KGM
48051100,KGM
48051200,KGM
480519,
480519100,KGM
480519900,KGM
48052400,KGM
480525,
480525100,KGM
480525900,KGM
480530,
480530100,KGM
480530900,KGM
48054000,KGM
48055000,KGM
480591,
480591100,KGM
480591200,KGM
480591900,KGM
480592,
480592100,KGM
480592900,KGM
480593,
480593100,KGM
480593200,KGM
480593900,KGM
48061000,KGM
48062000,KGM
48063000,KGM
48064000,KGM
4807000,KGM
48081000,KGM
48084000,KGM
480890,
480890200,KGM
480890300,KGM
480890900,KGM
48092000,KGM
480990,
480990100,KGM
480990900,KGM
481013,
481013100,KGM
481013910,KGM
481013990,KGM
481014,
481014100,KGM
481014910,KGM
481014990,KGM
481019,
481019100,KGM
481019900,KGM
481022,
481022100,KGM
481022900,KGM
481029,
481029100,KGM
481029910,KGM
481029990,KGM
481031,
481031300,KGM
481031900,KGM
481032,
481032300,KGM
481032900,KGM
481039,
481039300,KGM
481039900,KGM
481092,
481092400,KGM
481092900,KGM
481099,
481099400,KGM
481099900,KGM
481110,
481110200,KGM
481110900,KGM
481141,
481141200,KGM
481141900,KGM
48114900,KGM
481151,
481151310,KGM
481151390,KGM
481151910,KGM
481151990,KGM
481159,
481159200,KGM
481159410,KGM
481159490,KGM
481159910,KGM
481159990,KGM
481160,
481160200,KGM
481160910,KGM
481160990,KGM
481190,
481190410,KGM
481190420,KGM
481190490,KGM
481190910,KGM
481190920,KGM
481190930,KGM
481190990,KGM
4812000,KGM
48131000,KGM
481320,
481320100,KGM
481320210,KGM
481320220,KGM
481320230,KGM
481320290,KGM
481320310,KGM
481320320,KGM
481320390,KGM
481390,
481390110,KGM
481390120,KGM
481390190,KGM
481390910,KGM
481390990,KGM
481420,
481420100,KGM
481420910,KGM
481420990,KGM
48149000,KGM
481620,
481620100,KGM
481620900,KGM
481690,
481690100,KGM
481690200,KGM
481690300,KGM
481690400,KGM
481690500,KGM
481690900,KGM
48171000,KGM
48172000,KGM
48173000,KGM
48181000,KGM
48182000,KGM
481830,
481830100,KGM
481830200,KGM
48185000,KGM
48189000,KGM
48191000,KGM
48192000,KGM
48193000,KGM
48194000,KGM
48195000,KGM
48196000,KGM
48201000,KGM
48202000,KGM
48203000,KGM
48204000,KGM
48205000,KGM
48209000,KGM
482110,
482110100,KGM
482110900,KGM
482190,
482190100,KGM
482190900,KGM
482210,
482210100,KGM
482210900,KGM
482290,
482290100,KGM
482290900,KGM
482320,
482320100,KGM
482320900,KGM
482340,
482340210,KGM
482340290,KGM
482340900,KGM
48236100,KGM
48236900,KGM
48237000,KGM
482390,
482390100,KGM
482390200,KGM
482390300,KGM
482390400,KGM
482390510,KGM
482390590,KGM
482390600,KGM
482390700,KGM
482390910,KGM
482390920,KGM
482390940,KGM
482390950,KGM
482390960,KGM
482390990,KGM
49011000,KGM
49019100,KGM
490199,
490199100,KGM
490199900,KGM
49021000,KGM
490290,
490290100,KGM
490290900,KGM
4903000,KGM
4904000,KGM
49052000,KGM
49059000,KGM
4906000,KGM
49070100,KGM
49070210,KGM
49070290,KGM
49070500,KGM
49070600,KGM
49070900,KGM
49081000,KGM
49089000,KGM
4909000,KGM
4910000,KGM
491110,
491110100,KGM
491110900,KGM
491191,
491191100,KGM
491191210,KGM
491191290,KGM
491191910,KGM
491191990,KGM
491199,
491199100,KGM
491199200,KGM
491199300,KGM
491199400,KGM
491199900,KGM
5001000,KGM
5002000,KGM
5003000,KGM
5004000,KGM
5005000,KGM
5006000,KGM
500710,
500710200,KGM
500710300,KGM
500710900,KGM
500720,
500720200,KGM
500720300,KGM
500720900,KGM
500790,
500790200,KGM
500790300,KGM
500790900,KGM
51011100,KGM
51011900,KGM
51012100,KGM
51012900,KGM
51013000,KGM
51021100,KGM
51021900,KGM
51022000,KGM
51031000,KGM
51032000,KGM
51033000,KGM
5104000,KGM
51051000,KGM
51052100,KGM
51052900,KGM
51053100,KGM
51053900,KGM
51054000,KGM
51061000,KGM
51062000,KGM
51071000,KGM
51072000,KGM
51081000,KGM
51082000,KGM
51091000,KGM
51099000,KGM
5110000,KGM
51111100,KGM
51111900,KGM
51112000,KGM
51113000,KGM
51119000,KGM
511211,
511211100,KGM
511211900,KGM
511219,
511219100,KGM
511219900,KGM
51122000,KGM
51123000,KGM
51129000,KGM
5113000,KGM
5201000,KGM
52021000,KGM
52029100,KGM
52029900,KGM
5203000,KGM
520411,
520411100,KGM
520411900,KGM
52041900,KGM
52042000,KGM
52051100,KGM
52051200,KGM
52051300,KGM
52051400,KGM
52051500,KGM
52052100,KGM
52052200,KGM
52052300,KGM
52052400,KGM
52052600,KGM
52052700,KGM
52052800,KGM
52053100,KGM
52053200,KGM
52053300,KGM
52053400,KGM
52053500,KGM
52054100,KGM
52054200,KGM
52054300,KGM
52054400,KGM
52054600,KGM
52054700,KGM
52054800,KGM
52061100,KGM
52061200,KGM
52061300,KGM
52061400,KGM
52061500,KGM
52062100,KGM
52062200,KGM
52062300,KGM
52062400,KGM
52062500,KGM
52063100,KGM
52063200,KGM
52063300,KGM
52063400,KGM
52063500,KGM
52064100,KGM
52064200,KGM
52064300,KGM
52064400,KGM
52064500,KGM
52071000,KGM
52079000,KGM
52081100,KGM
52081200,KGM
52081300,KGM
52081900,KGM
52082100,KGM
52082200,KGM
52082300,KGM
52082900,KGM
520831,
520831100,KGM
520831900,KGM
52083200,KGM
52083300,KGM
52083900,KGM
520841,
520841100,KGM
520841900,KGM
520842,
520842100,KGM
520842900,KGM
52084300,KGM
52084900,KGM
520851,
520851100,KGM
520851900,KGM
520852,
520852100,KGM
520852900,KGM
520859,
520859100,KGM
520859200,KGM
520859900,KGM
520911,
520911100,KGM
520911900,KGM
52091200,KGM
52091900,KGM
52092100,KGM
52092200,KGM
52092900,KGM
52093100,KGM
52093200,KGM
52093900,KGM
52094100,KGM
52094200,KGM
52094300,KGM
52094900,KGM
520951,
520951100,KGM
520951900,KGM
520952,
520952100,KGM
520952900,KGM
520959,
520959100,KGM
520959900,KGM
52101100,KGM
52101900,KGM
52102100,KGM
52102900,KGM
52103100,KGM
52103200,KGM
52103900,KGM
521041,
521041100,KGM
521041900,KGM
52104900,KGM
521051,
521051100,KGM
521051900,KGM
521059,
521059100,KGM
521059900,KGM
52111100,KGM
52111200,KGM
52111900,KGM
52112000,KGM
52113100,KGM
52113200,KGM
52113900,KGM
521141,
521141100,KGM
521141900,KGM
52114200,KGM
52114300,KGM
52114900,KGM
521151,
521151100,KGM
521151900,KGM
521152,
521152100,KGM
521152900,KGM
521159,
521159100,KGM
521159900,KGM
52121100,KGM
52121200,KGM
52121300,KGM
52121400,KGM
521215,
521215100,KGM
521215900,KGM
52122100,KGM
52122200,KGM
52122300,KGM
52122400,KGM
521225,
521225100,KGM
521225900,KGM
53011000,KGM
53012100,KGM
53012900,KGM
53013000,KGM
53021000,KGM
53029000,KGM
