HS Code,Unit
210220900,KGM
21023000,KGM
21031000,KGM
21032000,KGM
21033000,KGM
210390,
210390110,KGM
210390120,KGM
210390130,KGM
210390190,KGM
210390210,KGM
210390290,KGM
210410,
210410110,KGM
210410190,KGM
210410910,KGM
210410990,KGM
210420,
210420110,KGM
210420190,KGM
210420910,KGM
210420990,KGM
2105000,KGM
21061000,KGM
210690,
210690110,KGM
210690120,KGM
210690190,KGM
210690200,KGM
210690300,KGM
210690410,KGM
210690490,KGM
210690530,KGM
210690540,KGM
210690550,KGM
210690590,KGM
210690610,KGM
210690620,KGM
210690640,KGM
210690650,KGM
210690660,KGM
210690670,KGM
210690690,KGM
210690710,KGM
210690720,KGM
210690730,KGM
210690810,KGM
210690890,KGM
210690910,KGM
210690920,KGM
210690930,KGM
210690950,KGM
210690960,KGM
210690970,KGM
210690980,KGM
210690990,KGM
220110,
220110100,l
220110200,l
220190,
220190100,l
220190900,l
220210,
220210200,l
220210300,l
220210900,l
22029100,l
220299,
220299100,l
220299200,l
220299300,l
220299400,l
220299500,l
220299900,l
22030110,l
22030190,l
22030910,l
22030990,l
22041000,l
220421,
220421110,l
220421130,l
220421140,l
220421210,l
220421220,l
220422,
220422110,l
220422120,l
220422130,l
220422210,l
220422220,l
220429,
220429110,l
220429120,l
220429210,l
220429220,l
220430,
220430100,l
220430200,l
220510,
220510100,l
220510200,l
22059,
220590100,l
220590200,l
22060100,l
22060200,l
22060310,l
22060390,l
22060410,l
22060490,l
22060500,l
22060600,l
22060910,l
22060990,l
22071000,l
220720,
220720110,l
220720190,l
220720900,l
220820,
220820500,l
220820900,l
22083,
220830100,l
220830900,l
22084000,l
22085000,l
22086000,l
220870,
220870100,l
220870900,l
220890,
220890100,l
220890200,l
220890300,l
220890400,l
220890500,l
220890600,l
220890700,l
220890800,l
220890910,l
220890990,l
2209000,l
23011000,KGM
230120,
230120100,KGM
230120200,KGM
230120900,KGM
23021000,KGM
230230,
230230100,KGM
230230900,KGM
230240,
230240100,KGM
230240900,KGM
23025000,KGM
230310,
230310100,KGM
230310900,KGM
23032000,KGM
23033000,KGM
23040100,KGM
23040210,KGM
23040290,KGM
23040900,KGM
2305000,KGM
23061000,KGM
23062000,KGM
23063000,KGM
230641,
230641100,KGM
230641200,KGM
230649,
230649100,KGM
230649200,KGM
23065000,KGM
230660,
230660100,tonne
230660900,tonne
230690,
230690100,KGM
230690900,KGM
2307000,KGM
2308000,KGM
230910,
230910100,KGM
230910900,KGM
230990,
230990110,KGM
230990120,KGM
230990130,KGM
230990140,KGM
230990190,KGM
230990200,KGM
230990900,KGM
240110,
240110100,KGM
240110200,KGM
240110400,KGM
240110500,KGM
240110900,KGM
240120,
240120100,KGM
240120200,KGM
240120300,KGM
240120400,KGM
240120500,KGM
240120900,KGM
240130,
240130100,KGM
240130900,KGM
24021000,KGM
240220,
240220100,KGM
240220200,KGM
240220900,KGM
240290,
240290100,KGM
240290200,KGM
240311,
240311100,KGM
240311900,KGM
240319,
240319110,KGM
240319190,KGM
240319200,KGM
240319910,KGM
240319990,KGM
240391,
240391100,KGM
240391900,KGM
240399,
240399100,KGM
240399300,KGM
240399400,KGM
240399500,KGM
240399900,KGM
24041100,KGM
240412,
240412100,KGM
240412900,KGM
240419,
240419100,KGM
240419200,KGM
240491,
240491100,KGM
240491900,KGM
240492,
240492100,KGM
240492900,KGM
24049900,KGM
25010100,KGM
25010200,KGM
25010500,KGM
25010910,KGM
25010930,KGM
25010990,KGM
2502000,KGM
2503000,KGM
25041000,KGM
25049000,KGM
25051000,KGM
25059000,KGM
25061000,KGM
25062000,KGM
2507000,KGM
25081000,KGM
25083000,KGM
250840,
250840100,KGM
250840900,KGM
25085000,KGM
25086000,KGM
25087000,KGM
2509000,KGM
251010,
251010100,KGM
251010900,KGM
251020,
251020100,KGM
251020900,KGM
25111000,KGM
25112000,KGM
2512000,KGM
25131000,KGM
25132000,KGM
2514000,KGM
25151100,KGM
251512,
251512100,KGM
251512200,KGM
25152000,KGM
25161100,KGM
251612,
251612100,KGM
251612200,KGM
251620,
251620100,KGM
251620200,KGM
25169000,KGM
25171000,KGM
25172000,KGM
25173000,KGM
25174100,KGM
25174900,KGM
25181000,KGM
25182000,KGM
25191000,KGM
251990,
251990100,KGM
251990900,KGM
25201000,KGM
252020,
252020100,KGM
252020900,KGM
2521000,KGM
25221000,KGM
25222000,KGM
25223000,KGM
252310,
252310100,tonne
252310900,tonne
25232100,tonne
252329,
252329100,tonne
252329900,tonne
25233000,tonne
25239000,tonne
25241000,KGM
25249000,KGM
25251000,KGM
25252000,KGM
25253000,KGM
25261000,KGM
252620,
252620100,KGM
252620900,KGM
2528000,KGM
252910,
252910100,KGM
252910900,KGM
25292100,KGM
25292200,KGM
25293000,KGM
25301000,KGM
253020,
253020100,KGM
253020200,KGM
253090,
253090100,KGM
253090900,KGM
260111,
260111100,KGM
260111900,KGM
260112,
260112100,KGM
260112900,KGM
26012000,KGM
2602000,KGM
2603000,KGM
2604000,KGM
2605000,KGM
2606000,KGM
2607000,KGM
2608000,KGM
2609000,KGM
2610000,KGM
2611000,KGM
26121000,KGM
26122000,KGM
26131000,KGM
26139000,KGM
26140100,KGM
26140900,KGM
26151000,KGM
26159000,KGM
26161000,KGM
26169000,KGM
26171000,KGM
26179000,KGM
2618000,tonne
2619000,KGM
26201100,KGM
26201900,KGM
26202100,KGM
26202900,KGM
26203000,KGM
26204000,KGM
26206000,KGM
26209100,KGM
262099,
262099100,KGM
262099900,KGM
26211000,KGM
262190,
262190100,KGM
262190900,KGM
27011100,KGM
270112,
270112100,KGM
270112900,KGM
27011900,KGM
27012000,KGM
27021000,KGM
27022000,KGM
27030,
27030100,KGM
27030200,KGM
27040,
27040100,KGM
27040200,KGM
27040300,KGM
2705000,KGM
2706000,KGM
27071000,KGM
27072000,KGM
27073000,KGM
27074000,KGM
27075000,KGM
27079100,KGM
270799,
270799100,KGM
270799900,KGM
27081000,KGM
27082000,KGM
27090,
27090100,KGM
27090200,KGM
27090900,KGM
271012,
271012110,KGM
271012120,KGM
271012130,KGM
271012210,KGM
271012220,KGM
271012230,KGM
271012240,KGM
271012250,KGM
271012260,KGM
271012270,KGM
271012280,KGM
271012290,KGM
271012310,KGM
271012390,KGM
271012400,KGM
271012500,KGM
271012600,KGM
271012700,KGM
271012800,KGM
271012910,KGM
271012920,KGM
271012990,KGM
271019,
271019200,KGM
271019300,KGM
271019410,KGM
271019420,KGM
271019440,KGM
271019450,KGM
271019460,KGM
271019500,KGM
271019600,KGM
271019710,KGM
271019720,KGM
271019790,KGM
271019810,KGM
271019820,KGM
271019830,KGM
271019890,KGM
271019900,KGM
27102000,KGM
27109100,KGM
27109900,KGM
27111100,KGM
27111200,KGM
27111300,KGM
271114,
271114100,KGM
271114900,KGM
27111900,KGM
271121,
271121100,KGM
271121900,KGM
27112900,KGM
27121000,KGM
27122000,KGM
271290,
271290100,KGM
271290900,KGM
27131100,KGM
27131200,KGM
27132000,KGM
27139000,KGM
27141000,KGM
27149000,KGM
27150100,KGM
27150900,KGM
2716000,1000 kWh
28011000,KGM
28012000,KGM
28013000,KGM
2802000,KGM
28030,
28030200,KGM
28030410,KGM
28030490,KGM
28030900,KGM
28041000,m3 (*)
28042100,m3 (*)
28042900,m3 (*)
28043000,m3 (*)
28044000,m3 (*)
28045000,KGM
28046100,KGM
28046900,KGM
28047000,KGM
28048000,KGM
28049000,KGM
28051100,KGM
28051200,KGM
28051900,KGM
28053000,KGM
28054000,KGM
28061000,KGM
28062000,KGM
28070100,KGM
28070900,KGM
2808000,KGM
28091000,KGM
280920,
280920310,KGM
280920320,KGM
280920390,KGM
280920910,KGM
280920920,KGM
280920990,KGM
28100,
28100100,KGM
28100200,KGM
28111100,KGM
28111200,KGM
281119,
281119100,KGM
281119200,KGM
281119900,KGM
28112100,KGM
281122,
281122100,KGM
281122900,KGM
281129,
281129100,KGM
281129200,KGM
281129900,KGM
28121100,KGM
28121200,KGM
28121300,KGM
28121400,KGM
28121500,KGM
28121600,KGM
28121700,KGM
28121900,KGM
28129000,KGM
28131000,KGM
28139000,KGM
28141000,KGM
28142000,KGM
28151100,KGM
28151200,KGM
28152000,KGM
28153000,KGM
28161000,KGM
28164000,KGM
28170100,KGM
28170200,KGM
28181000,KGM
28182000,KGM
28183000,KGM
28191000,KGM
28199000,KGM
28201000,KGM
28209000,KGM
28211000,KGM
28212000,KGM
2822000,KGM
2823000,KGM
28241000,KGM
28249000,KGM
28251000,KGM
28252000,KGM
28253000,KGM
28254000,KGM
28255000,KGM
28256000,KGM
28257000,KGM
28258000,KGM
28259000,KGM
28261200,KGM
28261900,KGM
28263000,KGM
28269000,KGM
28271000,KGM
282720,
282720100,KGM
282720900,KGM
28273100,KGM
28273200,KGM
28273500,KGM
282739,
282739100,KGM
282739200,KGM
282739300,KGM
282739900,KGM
28274100,KGM
28274900,KGM
28275100,KGM
28275900,KGM
28276000,KGM
28281000,KGM
282890,
282890100,KGM
282890900,KGM
28291100,KGM
28291900,KGM
282990,
282990100,KGM
282990900,KGM
28301000,KGM
283090,
283090100,KGM
283090900,KGM
28311000,KGM
28319000,KGM
28321000,KGM
28322000,KGM
28323000,KGM
28331100,KGM
28331900,KGM
28332100,KGM
283322,
283322100,KGM
283322900,KGM
28332400,KGM
28332500,KGM
28332700,KGM
283329,
283329200,KGM
283329300,KGM
283329400,KGM
283329900,KGM
28333000,KGM
28334000,KGM
28341000,KGM
28342100,KGM
283429,
283429100,KGM
283429900,KGM
28351000,KGM
28352200,KGM
28352400,KGM
283525,
283525100,KGM
283525900,KGM
28352600,KGM
283529,
283529100,KGM
283529900,KGM
283531,
283531100,KGM
283531900,KGM
283539,
283539100,KGM
283539900,KGM
28362000,KGM
28363000,KGM
28364000,KGM
283650,
283650100,KGM
283650900,KGM
28366000,KGM
28369100,KGM
28369200,KGM
283699,
283699100,KGM
283699200,KGM
283699900,KGM
28371100,KGM
28371900,KGM
28372000,KGM
28391100,KGM
283919,
283919200,KGM
283919900,KGM
28399000,KGM
28401100,KGM
28401900,KGM
28402000,KGM
28403000,KGM
28413000,KGM
28415000,KGM
28416100,KGM
28416900,KGM
28417000,KGM
28418000,KGM
28419000,KGM
28421000,KGM
284290,
284290100,KGM
284290200,KGM
284290300,KGM
284290900,KGM
28431000,KGM
28432100,KGM
28432900,KGM
28433000,KGM
28439000,KGM
284410,
284410100,KGM
284410900,KGM
284420,
284420100,KGM
284420900,KGM
284430,
284430100,KGM
284430900,KGM
28444100,KGM
28444200,KGM
28444300,KGM
28444400,KGM
28445000,KGM
28451000,KGM
28452000,KGM
28453000,KGM
28454000,KGM
28459000,KGM
28461000,KGM
28469000,KGM
28470100,KGM
28470900,KGM
28491000,KGM
28492000,KGM
28499000,KGM
2850000,KGM
285210,
285210100,KGM
285210200,KGM
285210900,KGM
285290,
285290100,KGM
285290200,KGM
285290900,KGM
28531000,KGM
285390,
285390100,KGM
285390900,KGM
29011000,KGM
29012100,KGM
29012200,KGM
29012300,KGM
29012400,KGM
290129,
290129100,KGM
290129200,KGM
290129900,KGM
29021100,KGM
29021900,KGM
29022000,KGM
29023000,KGM
29024100,KGM
29024200,KGM
29024300,KGM
29024400,KGM
29025000,KGM
29026000,KGM
29027000,KGM
290290,
290290100,KGM
290290200,KGM
290290900,KGM
290311,
290311100,KGM
290311900,KGM
29031200,KGM
29031300,KGM
29031400,KGM
29031500,KGM
290319,
290319200,KGM
290319900,KGM
29032100,KGM
29032200,KGM
29032300,KGM
29032900,KGM
29034100,KGM
29034200,KGM
2903430,
290343010,KGM
290343020,KGM
290343030,KGM
2903440,
290344010,KGM
290344020,KGM
290344030,KGM
2903450,
290345010,KGM
290345020,KGM
2903460,
290346010,KGM
290346020,KGM
290346030,KGM
290346040,KGM
2903470,
290347010,KGM
290347020,KGM
2903480,
290348010,KGM
290348020,KGM
29034900,KGM
29035100,KGM
29035900,KGM
29036100,KGM
29036200,KGM
29036900,KGM
29037100,KGM
29037200,KGM
29037300,KGM
29037400,KGM
29037500,KGM
29037600,KGM
29037700,KGM
29037800,KGM
29037900,KGM
29038100,KGM
29038200,KGM
29038300,KGM
29038900,KGM
29039100,KGM
29039200,KGM
29039300,KGM
29039400,KGM
29039900,KGM
29041000,KGM
290420,
290420100,KGM
290420900,KGM
29043100,KGM
29043200,KGM
29043300,KGM
29043400,KGM
29043500,KGM
29043600,KGM
29049100,KGM
29049900,KGM
29051100,KGM
29051200,KGM
29051300,KGM
29051400,KGM
29051600,KGM
29051700,KGM
29051900,KGM
29052200,KGM
29052900,KGM
29053100,KGM
29053200,KGM
29053900,KGM
29054100,KGM
29054200,KGM
29054300,KGM
29054400,KGM
29054500,KGM
29054900,KGM
29055100,KGM
29055900,KGM
29061100,KGM
29061200,KGM
29061300,KGM
29061900,KGM
29062100,KGM
29062900,KGM
29071100,KGM
29071200,KGM
29071300,KGM
29071500,KGM
29071900,KGM
29072100,KGM
29072200,KGM
29072300,KGM
290729,
290729100,KGM
290729900,KGM
29081100,KGM
29081900,KGM
29089100,KGM
29089200,KGM
29089900,KGM
29091100,KGM
29091900,KGM
29092000,KGM
29093000,KGM
29094100,KGM
29094300,KGM
29094400,KGM
29094900,KGM
29095000,KGM
29096000,KGM
29101000,KGM
29102000,KGM
29103000,KGM
29104000,KGM
29105000,KGM
29109000,KGM
2911000,KGM
29121100,KGM
29121200,KGM
29121900,KGM
29122100,KGM
29122900,KGM
29124100,KGM
29124200,KGM
291249,
291249100,KGM
291249900,KGM
29125000,KGM
29126000,KGM
2913000,KGM
29141100,KGM
29141200,KGM
29141300,KGM
29141900,KGM
29142200,KGM
29142300,KGM
291429,
291429100,KGM
291429900,KGM
29143100,KGM
29143900,KGM
29144000,KGM
29145000,KGM
29146100,KGM
29146200,KGM
29146900,KGM
29147100,KGM
29147900,KGM
29151100,KGM
29151200,KGM
29151300,KGM
29152100,KGM
29152400,KGM
291529,
291529100,KGM
291529900,KGM
29153100,KGM
29153200,KGM
29153300,KGM
29153600,KGM
291539,
291539100,KGM
291539200,KGM
291539900,KGM
29154000,KGM
29155000,KGM
29156000,KGM
291570,
291570100,KGM
291570200,KGM
291570300,KGM
291590,
291590200,KGM
291590300,KGM
291590400,KGM
291590900,KGM
29161100,KGM
29161200,KGM
29161300,KGM
291614,
291614100,KGM
291614900,KGM
29161500,KGM
29161600,KGM
29161900,KGM
29162000,KGM
29163100,KGM
291632,
291632100,KGM
291632200,KGM
29163400,KGM
291639,
291639100,KGM
291639200,KGM
291639900,KGM
29171100,KGM
291712,
291712100,KGM
291712900,KGM
29171300,KGM
29171400,KGM
29171900,KGM
29172000,KGM
29173200,KGM
29173300,KGM
291734,
291734100,KGM
291734900,KGM
29173500,KGM
29173600,KGM
29173700,KGM
291739,
291739100,KGM
291739200,KGM
291739900,KGM
29181100,KGM
29181200,KGM
29181300,KGM
29181400,KGM
291815,
291815100,KGM
291815900,KGM
29181600,KGM
29181700,KGM
29181800,KGM
29181900,KGM
29182100,KGM
29182200,KGM
29182300,KGM
291829,
291829100,KGM
291829900,KGM
29183000,KGM
29189100,KGM
29189900,KGM
29191000,KGM
29199000,KGM
29201100,KGM
29201900,KGM
29202100,KGM
29202200,KGM
29202300,KGM
29202400,KGM
29202900,KGM
29203000,KGM
29209000,KGM
29211100,KGM
29211200,KGM
29211300,KGM
29211400,KGM
29211900,KGM
29212100,KGM
29212200,KGM
29212900,KGM
29213000,KGM
29214100,KGM
29214200,KGM
29214300,KGM
29214400,KGM
29214500,KGM
29214600,KGM
29214900,KGM
29215100,KGM
29215900,KGM
29221100,KGM
29221200,KGM
29221400,KGM
29221500,KGM
29221600,KGM
29221700,KGM
29221800,KGM
292219,
292219100,KGM
292219200,KGM
292219900,KGM
29222100,KGM
29222900,KGM
29223100,KGM
29223900,KGM
29224100,KGM
292242,
292242100,KGM
292242200,KGM
292242900,KGM
29224300,KGM
29224400,KGM
29224900,KGM
292250,
292250100,KGM
292250900,KGM
29231000,KGM
292320,
292320110,KGM
292320190,KGM
292320900,KGM
29233000,KGM
29234000,KGM
29239000,KGM
29241100,KGM
292412,
292412100,KGM
292412200,KGM
292419,
292419100,KGM
292419900,KGM
292421,
292421100,KGM
292421200,KGM
292421900,KGM
29242300,KGM
29242400,KGM
29242500,KGM
292429,
292429100,KGM
292429200,KGM
292429300,KGM
292429900,KGM
29251100,KGM
29251200,KGM
29251900,KGM
29252100,KGM
29252900,KGM
29261000,KGM
29262000,KGM
29263000,KGM
29264000,KGM
29269000,KGM
29270,
29270100,KGM
29270900,KGM
29280,
29280100,KGM
29280900,KGM
292910,
292910100,KGM
292910200,KGM
292910900,KGM
292990,
292990100,KGM
292990200,KGM
292990900,KGM
29301000,KGM
29302000,KGM
29303000,KGM
29304000,KGM
29306000,KGM
29307000,KGM
29308000,KGM
293090,
293090100,KGM
293090900,KGM
293110,
293110100,KGM
293110200,KGM
29312000,KGM
29314100,KGM
29314200,KGM
29314300,KGM
29314400,KGM
29314500,KGM
29314600,KGM
29314700,KGM
29314800,KGM
293149,
293149100,KGM
293149200,KGM
293149900,KGM
29315100,KGM
29315200,KGM
29315300,KGM
29315400,KGM
293159,
293159100,KGM
293159900,KGM
293190,
293190410,KGM
293190490,KGM
293190500,KGM
293190900,KGM
29321100,KGM
29321200,KGM
29321300,KGM
29321400,KGM
29321900,KGM
293220,
293220100,KGM
293220900,KGM
29329100,KGM
29329200,KGM
29329300,KGM
29329400,KGM
29329500,KGM
29329600,KGM
29329900,KGM
29331100,KGM
29331900,KGM
29332100,KGM
29332900,KGM
29333100,KGM
29333200,KGM
29333300,KGM
29333400,KGM
29333500,KGM
29333600,KGM
29333700,KGM
293339,
293339100,KGM
293339300,KGM
293339900,KGM
29334100,KGM
293349,
293349100,KGM
293349900,KGM
29335200,KGM
29335300,KGM
29335400,KGM
29335500,KGM
293359,
293359100,KGM
293359900,KGM
29336100,KGM
29336900,KGM
29337100,KGM
29337200,KGM
29337900,KGM
29339100,KGM
29339200,KGM
293399,
293399100,KGM
293399900,KGM
29341000,KGM
29342000,KGM
29343000,KGM
29349100,KGM
29349200,KGM
293499,
293499100,KGM
293499200,KGM
293499300,KGM
293499400,KGM
293499500,KGM
293499900,KGM
29351000,KGM
29352000,KGM
29353000,KGM
29354000,KGM
29355000,KGM
29359000,KGM
29362100,KGM
29362200,KGM
29362300,KGM
29362400,KGM
29362500,KGM
29362600,KGM
29362700,KGM
29362800,KGM
29362900,KGM
29369000,KGM
29371100,KGM
29371200,KGM
29371900,KGM
29372100,KGM
29372200,KGM
29372300,KGM
29372900,KGM
29375000,KGM
293790,
293790100,KGM
293790200,KGM
293790900,KGM
29381000,KGM
29389000,KGM
293911,
293911100,KGM
293911900,KGM
29391900,KGM
293920,
293920100,KGM
293920900,KGM
29393000,KGM
29394100,KGM
29394200,KGM
29394300,KGM
29394400,KGM
29394500,KGM
29394900,KGM
29395100,KGM
29395900,KGM
29396100,KGM
29396200,KGM
29396300,KGM
29396900,KGM
29397200,KGM
29397900,KGM
29398000,KGM
2940000,KGM
294110,
294110110,KGM
294110190,KGM
294110200,KGM
294110900,KGM
29412000,KGM
29413000,KGM
29414000,KGM
29415000,KGM
29419000,KGM
2942000,KGM
30012000,KGM
30019000,KGM
300212,
300212100,KGM
300212900,KGM
30021300,KGM
30021400,KGM
30021500,KGM
300241,
300241100,KGM
300241200,KGM
300241900,KGM
30024200,KGM
30024900,KGM
30025100,KGM
30025900,KGM
30029000,KGM
300310,
300310100,KGM
300310200,KGM
300310900,KGM
30032000,KGM
30033100,KGM
30033900,KGM
30034100,KGM
30034200,KGM
30034300,KGM
30034900,KGM
30036000,KGM
30039000,KGM
300410,
300410150,KGM
300410160,KGM
300410190,KGM
300410200,KGM
300420,
300420100,KGM
300420310,KGM
300420320,KGM
300420390,KGM
300420710,KGM
300420790,KGM
300420910,KGM
300420990,KGM
30043100,KGM
300432,
300432100,KGM
300432400,KGM
300432900,KGM
30043900,KGM
30044100,KGM
30044200,KGM
30044300,KGM
300449,
300449110,KGM
300449190,KGM
300449510,KGM
300449590,KGM
300449600,KGM
300449700,KGM
300449800,KGM
300449900,KGM
300450,
300450100,KGM
300450210,KGM
300450290,KGM
300450910,KGM
300450990,KGM
300460,
300460100,KGM
300460200,KGM
300460900,KGM
300490,
300490100,KGM
300490200,KGM
300490300,KGM
300490410,KGM
300490490,KGM
300490510,KGM
300490530,KGM
300490540,KGM
300490550,KGM
300490590,KGM
300490620,KGM
300490640,KGM
300490650,KGM
300490690,KGM
300490710,KGM
300490720,KGM
300490790,KGM
300490810,KGM
300490820,KGM
300490890,KGM
300490910,KGM
300490920,KGM
300490930,KGM
300490940,KGM
300490950,KGM
300490960,KGM
300490980,KGM
300490990,KGM
300510,
300510100,KGM
300510900,KGM
300590,
300590100,KGM
300590200,KGM
300590900,KGM
300610,
300610100,KGM
300610900,KGM
300630,
300630100,KGM
300630200,KGM
300630300,KGM
300630900,KGM
300640,
300640100,KGM
300640200,KGM
30065000,KGM
30066000,KGM
30067000,KGM
30069100,KGM
300692,
300692100,KGM
300692900,KGM
30069300,KGM
31010100,KGM
31010920,KGM
31010990,KGM
31021000,KGM
31022100,KGM
31022900,KGM
31023000,KGM
31024000,KGM
31025000,KGM
31026000,KGM
31028000,KGM
31029000,KGM
310311,
310311100,KGM
310311900,KGM
310319,
310319100,KGM
310319900,KGM
310390,
310390100,KGM
310390900,KGM
31042000,KGM
31043000,KGM
31049000,KGM
310510,
310510100,KGM
310510200,KGM
310510900,KGM
31052000,KGM
31053000,KGM
31054000,KGM
31055100,KGM
31055900,KGM
31056000,KGM
31059000,KGM
32011000,KGM
32012000,KGM
32019000,KGM
32021000,KGM
32029000,KGM
32030,
32030100,KGM
32030900,KGM
320411,
320411100,KGM
320411900,KGM
320412,
320412100,KGM
320412900,KGM
32041300,KGM
32041400,KGM
32041500,KGM
32041600,KGM
320417,
320417100,KGM
320417900,KGM
32041800,KGM
32041900,KGM
32042000,KGM
32049000,KGM
3205000,KGM
320611,
320611100,KGM
320611900,KGM
320619,
320619100,KGM
320619900,KGM
320620,
320620100,KGM
320620900,KGM
320641,
320641100,KGM
320641900,KGM
320642,
320642100,KGM
320642900,KGM
320649,
320649110,KGM
320649190,KGM
320649900,KGM
320650,
320650100,KGM
320650900,KGM
32071000,KGM
320720,
320720100,KGM
320720900,KGM
32073000,KGM
32074000,KGM
320810,
320810110,KGM
320810190,KGM
320810200,KGM
320810900,KGM
320820,
320820400,KGM
320820700,KGM
320820900,KGM
320890,
320890110,KGM
320890190,KGM
320890210,KGM
320890290,KGM
320890300,KGM
320890900,KGM
320910,
320910100,KGM
320910400,KGM
320910500,KGM
320910900,KGM
32099000,KGM
32100,
32100100,KGM
32100200,KGM
32100300,KGM
32100910,KGM
32100990,KGM
3211000,KGM
32121000,KGM
321290,
321290110,KGM
321290130,KGM
321290140,KGM
321290190,KGM
321290210,KGM
321290220,KGM
321290290,KGM
32131000,KGM
32139000,KGM
32141000,KGM
32149000,KGM
321511,
321511100,KGM
321511200,KGM
321511900,KGM
321519,
321519100,KGM
321519900,KGM
321590,
321590100,KGM
321590600,KGM
321590700,KGM
321590900,KGM
33011200,KGM
33011300,KGM
33011900,KGM
33012400,KGM
33012500,KGM
330129,
330129200,KGM
330129300,KGM
330129400,KGM
330129500,KGM
330129600,KGM
330129700,KGM
330129900,KGM
33013000,KGM
330190,
330190100,KGM
330190200,KGM
330190900,KGM
330210,
330210100,KGM
330210200,KGM
330210300,KGM
330210900,KGM
33029000,KGM
3303000,KGM
33041000,KGM
33042000,KGM
33043000,KGM
33049100,KGM
330499,
330499200,KGM
330499300,KGM
330499900,KGM
330510,
330510100,KGM
330510900,KGM
33052000,KGM
33053000,KGM
33059000,KGM
330610,
330610100,KGM
330610900,KGM
33062000,KGM
33069000,KGM
33071000,KGM
33072000,KGM
33073000,KGM
330741,
330741100,KGM
330741900,KGM
330749,
330749100,KGM
330749900,KGM
330790,
330790100,KGM
330790300,KGM
330790400,KGM
330790500,KGM
330790900,KGM
340111,
340111400,KGM
340111500,KGM
340111610,KGM
340111690,KGM
340111700,KGM
340111900,KGM
340119,
340119100,KGM
340119200,KGM
340119900,KGM
340120,
340120200,KGM
340120910,KGM
340120990,KGM
34013000,KGM
340231,
340231100,KGM
340231900,KGM
340239,
340239100,KGM
340239900,KGM
34024100,KGM
340242,
340242100,KGM
340242900,KGM
340249,
340249100,KGM
340249900,KGM
340250,
340250110,KGM
340250120,KGM
340250190,KGM
340250910,KGM
340250920,KGM
340250990,KGM
340290,
340290110,KGM
340290120,KGM
340290130,KGM
340290140,KGM
340290190,KGM
340290910,KGM
340290920,KGM
340290930,KGM
340290940,KGM
340290990,KGM
340311,
340311110,KGM
340311190,KGM
340311900,KGM
340319,
340319110,KGM
340319120,KGM
340319190,KGM
340319900,KGM
340391,
340391110,KGM
340391190,KGM
340391900,KGM
340399,
340399110,KGM
340399120,KGM
340399190,KGM
340399900,KGM
34042000,KGM
340490,
340490100,KGM
340490900,KGM
34051000,KGM
34052000,KGM
34053000,KGM
34054000,KGM
340590,
340590100,KGM
340590900,KGM
3406000,KGM
34070,
34070100,KGM
34070200,KGM
34070300,KGM
35011000,KGM
350190,
350190100,KGM
350190200,KGM
35021100,KGM
35021900,KGM
35022000,KGM
35029000,KGM
35030,
35030410,KGM
35030490,KGM
35030500,KGM
35030610,KGM
35030690,KGM
3504000,KGM
350510,
350510100,KGM
350510900,KGM
35052000,KGM
35061000,KGM
350691,
350691100,KGM
350691900,KGM
35069900,KGM
35071000,KGM
35079000,KGM
3601000,KGM
3602000,KGM
36031000,KGM
36032000,KGM
36033000,KGM
36034000,KGM
36035000,KGM
36036000,KGM
36041000,KGM
360490,
360490200,KGM
360490400,KGM
360490500,KGM
360490900,KGM
3605000,KGM
36061000,KGM
360690,
360690100,KGM
360690200,KGM
360690300,KGM
360690900,KGM
37011000,m2
37012000,KGM
37013000,m2
370191,
370191100,KGM
370191900,KGM
370199,
370199100,m2
370199900,m2
37021000,m2
37023100,UNT
37023200,m2
37023900,m2
37024100,m2
370242,
370242100,m2
370242900,m2
37024300,m2
37024400,m2
370252,
370252200,m
370252900,m
37025300,m
370254,
370254400,m
370254900,m
370255,
370255200,m
370255500,m
370255900,m
370256,
370256200,m
370256900,m
370296,
370296100,m
370296900,m
370297,
370297100,m
370297900,m
370298,
370298100,m
370298300,m
370298900,m
370310,
370310100,KGM
370310900,KGM
37032000,KGM
37039000,KGM
37040100,KGM
37040900,KGM
37050100,KGM
37050200,KGM
37050300,KGM
37050900,KGM
370610,
370610100,m
370610300,m
370610400,m
370610900,m
370690,
370690100,m
370690300,m
370690400,m
370690900,m
37071000,KGM
370790,
370790100,KGM
370790900,KGM
38011000,KGM
38012000,KGM
38013000,KGM
38019000,KGM
380210,
380210100,KGM
380210900,KGM
380290,
380290100,KGM
380290200,KGM
380290900,KGM
3803000,KGM
38040,
38040100,KGM
38040200,KGM
38040900,KGM
38051000,KGM
38059000,KGM
38061000,KGM
38062000,KGM
380630,
380630100,KGM
380630900,KGM
380690,
380690100,KGM
380690900,KGM
3807000,KGM
380852,
380852100,KGM
380852200,KGM
380852900,KGM
380859,
380859110,KGM
380859190,KGM
380859210,KGM
380859290,KGM
380859310,KGM
380859390,KGM
380859400,KGM
380859500,KGM
380859600,KGM
380859910,KGM
380859990,KGM
380861,
380861100,KGM
380861200,KGM
380861300,KGM
380861400,KGM
380861500,KGM
380861900,KGM
380862,
380862100,KGM
380862200,KGM
380862300,KGM
380862400,KGM
380862500,KGM
380862900,KGM
380869,
380869100,KGM
380869900,KGM
380891,
380891100,KGM
380891200,KGM
380891300,KGM
380891400,KGM
380891500,KGM
380891910,KGM
380891990,KGM
380892,
